Ticker,Name,Exchange
TRLA,Trulia,NYSE
TRMR,Tremor Video,NYSE
TRN,Trinity Industries,NYSE
TRN-A,Terreno Realty Corporation Pref,NYSE
TRNO,Terreno Realty Corp.,NYSE
TROX,Tronox,NYSE
TRP,Transcananda Pipelines,NYSE
TRQ,Turquoise Hill Resources.,NYSE
TRR,Trc Companies,NYSE
TRV,The Travelers Companies,NYSE
TRW,Trw Automotive Holdings Corp.,NYSE
TS,Tenaris S.A.,NYSE
TSI,Tcw Strategic,NYSE
TSL,Trina Solar Limited,NYSE
TSM,Taiwan Semiconductor Manufacturing,NYSE
TSN,Tyson Foods,NYSE
TSO,Tesoro Petroleum Corp.,NYSE
TSS,Total System Services,NYSE
TSU,Tim Participacoes S.A.,NYSE
TTC,Toro Company,NYSE
TTF,Thai Fund,NYSE
TTI,Tetra,NYSE
TTM,Tata Motors,NYSE
TTP,Tortoise Pipeline & Energy Fund,NYSE
TU,Telus Corp. Non Voting Shares,NYSE
TUC,Mac-Gray Corp.,NYSE
TUMI,Tumi Holdings,NYSE
TUP,Tupperware Corp.,NYSE
TV,Grupo Televisa S.A.,NYSE
TVC,Tennessee Valley Authority,NYSE
TVE,Tennessee Valley Authority,NYSE
TVL,Lin Tv Corp,NYSE
TW,Towers Watson & Co,NYSE
TWC,Time Warner Cable,NYSE
TWI,Titan International,NYSE
TWN,Taiwan Fund,NYSE
TWO,Two Harbors Investments Corp,NYSE
TWX,Time Warner,NYSE
TX,Ternium S.A.,NYSE
TXI,Texas Industries,NYSE
TXT,Textron,NYSE
TXTR,Textura Corporation,NYSE
TY,Tri Continental Corp.,NYSE
TY.P,Tri Contl Cp 2.50 Pr,NYSE
TYC,Tyco International.,NYSE
TYG,Tortoise Energy Infrastructure Corp.,NYSE
TYG-B,Tortoise Energy Infrastructure,NYSE
TYL,Tyler,NYSE
TYN,Tortoise North American Energy Corp.,NYSE
TYY,Tortoise Energy Capital Corp.,NYSE
TYY-C,Tortoise Energy Capital Copror,NYSE
TZF,Bear Stearns Depositor,NYSE
UA,Under Armour,NYSE
UAL,United Continental Holdings,NYSE
UAM,Universal American Financial,NYSE
UAN,Cvr Partners Lp Common Units R,NYSE
UBA,Urstadt Biddle Properties,NYSE
UBP,Urstadt Biddle Properties,NYSE
UBP-D,Urstadt Biddle Prf D,NYSE
UBP-F,Privatebancorp,NYSE
UBS,UBS Ag,NYSE
UBS-D,UBS Pfd Fndg TR IV,NYSE
UCP,Ucp,NYSE
UDR,United Dominion Realty Trust,NYSE
UFI,Unifi,NYSE
UFS,Domtar Corp.,NYSE
UGI,Ugi Corp.,NYSE
UGP,Ultrapar Participacoes S.A.,NYSE
UHS,Universal Health Services,NYSE
UHT,Universal Health Realtyome Trust,NYSE
UIL,Uil Holdings Corp.,NYSE
UIS,Unisys Corp.,NYSE
UIS-A,Unisys Corporation Series A Con,NYSE
UL,Unilever Plc,NYSE
UMC,United Microelectronics Corp.,NYSE
UMH,Umh Properties,NYSE
UMH-A,Umh Properties 8.25% Seri,NYSE
UN,Unilever Nv,NYSE
UNF,Unifirst Corp.,NYSE
UNH,Unitedhealth Group,NYSE
UNM,Unumprovident Corp.,NYSE
UNP,Union Pacific Corp.,NYSE
UNS,Unisource Energy Corp.,NYSE
UNT,Unit Corp.,NYSE
UPL,Ultra Petroleum,NYSE
UPS,United Parcel Service,NYSE
URI,United Rentals,NYSE
URS,Urs Corp.,NYSE
USA,Liberty All-Star Equity Fund,NYSE
USAC,USA Compression Partners Lp,NYSE
USB,U.S. Bancorp,NYSE
USB-A,U.S. Bancorp Depositary Shares,NYSE
USB-H,US Bancorp Dep Sh,NYSE
USB-M,U.S. Bancorp,NYSE
USB-N,U.S. Bancorp,NYSE
USB-O,U.S. Bancorp,NYSE
USG,Usg Corp.,NYSE
USM,United States Cellular Corp.,NYSE
USNA,Usana Health Sciences,NYSE
USPH,U.S. Physical Therapy,NYSE
USU,Usec,NYSE
UTF,Cohen & Steers Infrastructure Fund,NYSE
UTI,Universal Technical Institute,NYSE
UTL,Unitil Corp.,NYSE
UTX,United Corp.,NYSE
UTX-A,United Corporatio,NYSE
UVV,Universal Corp.,NYSE
UZA,United States Cellular Corp.,NYSE
V,Visa,NYSE
VAC,Marriot Vacations Worldwide Cor,NYSE
VAL,Valspar Corp.,NYSE
VAL.P,Vale S.A.,NYSE
VALE,Vale S.A.,NYSE
VAR,Varian Medical Systems,NYSE
VBF,Invesco Van Kampen Bond Fund,NYSE
VC,Visteon Corp.,NYSE
VCI,Valassis Communications,NYSE
VCO,Vina Concha Y Toro,NYSE
VCRA,Vocera Communications,NYSE
WAB,Wabtec Corp.,NYSE
WAC,Walter Investment Management Corp.,NYSE
WAG,Walgreen Company,NYSE
WAGE,Wageworks,NYSE
WAIR,Wesco Aircraft Holdings,NYSE
WAL,Western Alliance Bancorporation,NYSE
WAT,Waters Corp.,NYSE
WBC,Wabco Holdings,NYSE
WBK,Westpac Banking Corp.,NYSE
WBS,Webster Financial Corp.,NYSE
X,United States Steel Corp.,NYSE
XAA,American Muniome Portfolio,NYSE
XCO,Exco Resources Nl,NYSE
XEC,Cimarex Energy Co,NYSE
XEL,Xcel Energy,NYSE
XFP,Lehman Abs Corp.,NYSE
XFR,Lehman Abs Corp.,NYSE
XIN,Xinyuan Real Estate Co,NYSE
XKE,Lehman Abs Corp.,NYSE
XKO,Lehman Abs Corp.,NYSE
XL,Xl Company Switzerland Gmbh,NYSE
XLS,Exelis Common Stock New Wh,NYSE
XNY,China Xiniya Fashion,NYSE
XOM,Exxon Mobil Corp.,NYSE
XON,Intrexon Corp,NYSE
XOXO,Xoxo Group,NYSE
XPO,Express-1 Expedited Solutions,NYSE
XRM,Xerium,NYSE
XRS,Tal Education Group,NYSE
XRX,Xerox Corp.,NYSE
XUE,Xueda Education Group,NYSE
XVG,Lehman Abs Corp.,NYSE
XYL,Xylem Common Stock New Whe,NYSE
Y,Alleghany Corp.,NYSE
YELP,Yelp,NYSE
YGE,Yingli Green Energy Holding Company,NYSE
YOKU,Youku.Com,NYSE
YPF,Ypf Sociedad Anonima,NYSE
YUM,Yum! Brands,NYSE
YUME,Yume,NYSE
YZC,Yanzhou Coal Mining Company,NYSE
ZA,Zuoan Fashion Limited American,NYSE
ZB-A,Zions Bc Dp Shs A,NYSE
ZB-C,Zions Bancorporation,NYSE
ZB-F,Zions Bancorporation,NYSE
ZB-G,Zions Bancorporation,NYSE
ZB-H,Zions Bancorporation,NYSE
ZEP,Zep,NYSE
ZF,Zweig Fund,NYSE
ZFC,Zais Financial Corp. Common Sto,NYSE
ZLC,Zale Corporation,NYSE
ZMH,Zimmer Holdings,NYSE
ZNH,China Southern Airlines Company,NYSE
ZQK,Quiksilver,NYSE
ZTR,Zweig Total Return Fund,NYSE
ZTS,Zoetis Class A Common Stoc,NYSE
ZX,China Zenix Auto International,NYSE
AAIT,AC Asia Information Tech MSCI Ishares,NASDAQ
AAME,Atlantic American Corp.,NASDAQ
AAON,Aaon,NASDAQ
AAPL,Apple,NASDAQ
AAWW,Atlas Air Worldwide Holdings,NASDAQ
AAXJ,All Country Asia Ex Jpn Idx MSCI Ishares,NASDAQ
ABAX,Abaxis,NASDAQ
ABCB,Ameris Bancorp,NASDAQ
ABCD,Cambium Learning Group,NASDAQ
ABCO,The Advisory Board Company,NASDAQ
ABFS,Arkansas Best Corp.,NASDAQ
ABIO,Arca Biopharma,NASDAQ
ABMD,Abiomed,NASDAQ
ABTL,Autobytel,NASDAQ
ACAD,Acadia Pharmaceuticals,NASDAQ
ACAS,American Capital,NASDAQ
ACAT,Arctic Cat,NASDAQ
ACCL,Accelrys,NASDAQ
ACET,Aceto Corp.,NASDAQ
ACFC,Atlantic Coast Federal Corp.,NASDAQ
ACFN,Acorn Energy,NASDAQ
ACGL,Arch Capital Group,NASDAQ
ACHC,Acadia Healthcare Company,NASDAQ
ACHN,Achillion Pharmaceuticals,NASDAQ
ACIW,Aci Worldwide,NASDAQ
ACLS,Axcelis,NASDAQ
ACNB,Acnb Corp.,NASDAQ
ACOR,Acorda Therapeutics,NASDAQ
ACPW,Active Power,NASDAQ
ACRX,Acelrx Pharmaceuticals,NASDAQ
ACST,Acasti Pharma,NASDAQ
ACTG,Acacia Research Corp.,NASDAQ
ACTS,Actions Semiconductor Co.,NASDAQ
ACUR,Acura Pharmaceuticals,NASDAQ
ACWI,ACWI Index MSCI Ishares,NASDAQ
ACWX,ACWI Ex-US Index MSCI Ishares,NASDAQ
ACXM,Acxiom Corp.,NASDAQ
ADAT,Authentidate Holding,NASDAQ
ADBE,Adobe Systemsorporated,NASDAQ
ADEP,Adept Technology,NASDAQ
ADES,Ada-Es,NASDAQ
ADHD,Alcobra.,NASDAQ
ADI,Analog Devices,NASDAQ
ADNC,Audience,NASDAQ
ADP,Automatic Data Processing,NASDAQ
ADRA,Asia 50 ADR Index Bldrs,NASDAQ
ADRD,Dev Mkts 100 ADR Index Bldrs,NASDAQ
ADRE,Emrg Mkts 50 ADR Index Bldrs,NASDAQ
ADRU,Europe 100 ADR Index Bldrs,NASDAQ
ADSK,Autodesk,NASDAQ
ADTN,Adtran,NASDAQ
ADUS,Addus Homecare Corp.,NASDAQ
ADVS,Advent Software,NASDAQ
AEGN,Aegoin Corp,NASDAQ
AEGR,Aegerion Pharmaceuticals,NASDAQ
AEHR,Aehr Test Systems,NASDAQ
AEIS,Advanced Energy Industries,NASDAQ
AEPI,Aep Industries,NASDAQ
AERL,Asia Entertainment & Resources,NASDAQ
AETI,American Electric,NASDAQ
AEY,Addvantage Group,NASDAQ
AEZS,Aeterna Zentaris,NASDAQ
AFAM,Almost Family,NASDAQ
AFCB,Athens Bancshares Corp.,NASDAQ
AFCE,Afc Enterprises,NASDAQ
AFFX,Affymetrix,NASDAQ
AFH,Atlas Financial Holdings,NASDAQ
AFOP,Alliance Fiber Optic Products,NASDAQ
AFSI,Amtrust Financial Services,NASDAQ
AGEN,Agenus,NASDAQ
AGII,Argo Group International Holdings,NASDAQ
AGIIL,Argo Group International Holdin,NASDAQ
AGIO,Agios Pharmaceuticals,NASDAQ
AGNC,American Capital Agency,NASDAQ
AGNCP,American Capital,NASDAQ
AGYS,Agilysys,NASDAQ
AHGP,Alliance Holdings Gp L.P.,NASDAQ
AHPI,Allied Healthcare Products,NASDAQ
AIMC,Altra Holdings,NASDAQ
AINV,Apollo Investment Corp.,NASDAQ
AIQ,Alliance Healthcare Services,NASDAQ
AIRM,Air Methods Corp.,NASDAQ
AIRT,Air T,NASDAQ
AIXG,Aixtron Se,NASDAQ
AKAM,Akamai,NASDAQ
AKRX,Akorn,NASDAQ
ALCO,Alico,NASDAQ
ALCS,Alco Stores,NASDAQ
ALGN,Align Technology,NASDAQ
ALGT,Allegiant Travel Company,NASDAQ
ALIM,Alimera Sciences,NASDAQ
ALKS,Alkermes,NASDAQ
ALLB,Alliance Bank,NASDAQ
ALLT,Allot Communications,NASDAQ
ALNY,Alnylam Pharmaceuticals,NASDAQ
ALOG,Analogic Corp.,NASDAQ
ALOT,Astro-Med,NASDAQ
ALSK,Alaska Communications Systems,NASDAQ
ALTI,Altair Nanotechnologies,NASDAQ
ALTR,Altera Corp.,NASDAQ
ALVR,Alvarion,NASDAQ
ALXA,Alexza Pharmaceuticals,NASDAQ
ALXN,Alexion Pharmaceuticals,NASDAQ
AMAG,Amag Pharmaceuticals,NASDAQ
AMAP,Autonavi Holdings,NASDAQ
AMAT,Applied Materials,NASDAQ
AMBA,Ambarella,NASDAQ
AMBC,Ambac Financial Group,NASDAQ
AMBCW,Ambac Financial Group,NASDAQ
AMBI,Ambit Biosciences Corporation,NASDAQ
AMBT,Ambient Corp,NASDAQ
AMCC,Applied Micro Circuits Corp.,NASDAQ
AMCF,Andatee China Marine Fuel Services,NASDAQ
AMCN,Airmedia Group,NASDAQ
AMCX,Amc Networks,NASDAQ
AMED,Amedisys,NASDAQ
AMGN,Amgen,NASDAQ
AMIC,American Independence,NASDAQ
AMKR,Amkor Technology,NASDAQ
AMNB,American National Bankshares,NASDAQ
AMOT,Allied Motion,NASDAQ
AMOV,America Movil S.A.B. De C.V.,NASDAQ
AMRB,American River Bankshares,NASDAQ
AMRI,Albany Molecular Research,NASDAQ
AMRN,Amarin Corporation Plc,NASDAQ
AMRS,Amyris,NASDAQ
AMSC,American Superconductor Corp.,NASDAQ
AMSF,Amerisafe,NASDAQ
AMSG,Amsurg,NASDAQ
AMSWA,American Software,NASDAQ
AMWD,American Woodmark Corp.,NASDAQ
AMZN,Amazon.Com,NASDAQ
ANAC,Anacor Pharmaceuticals,NASDAQ
ANAD,Anadigics,NASDAQ
ANAT,American National Insurance,NASDAQ
ANCB,Anchor Bancorp,NASDAQ
ANCI,American Caresource Holdings,NASDAQ
ANCX,Access National Corp.,NASDAQ
ANDA,Andina Acquisition Corporation,NASDAQ
ANDAU,Andina Acquisition Corporation,NASDAQ
ANDAW,Andina Acquisition Corporation,NASDAQ
ANDE,The Andersons,NASDAQ
ANEN,Anaren,NASDAQ
ANGI,Angie's List,NASDAQ
ANGO,Angiodynamics,NASDAQ
ANIK,Anika Therapeutics,NASDAQ
ANIP,Ani Pharmaceuticals,NASDAQ
ANLY,Analysts International Corp.,NASDAQ
ANSS,Ansys,NASDAQ
ANTH,Anthera Pharmaceuticals,NASDAQ
ANTP,Phazar Corp,NASDAQ
AOSL,Alpha And Omega Semiconductor,NASDAQ
APAGF,Apco Oil And Gas International,NASDAQ
APEI,American Public Education,NASDAQ
APFC,American Pacific Corp.,NASDAQ
APOG,Apogee Enterprises,NASDAQ
APOL,Apollo Group,NASDAQ
APPY,Aspenbio Pharma,NASDAQ
APRI,Apricus Biosciences,NASDAQ
APSA,Alto Palermo S.A.,NASDAQ
APWC,Asia Pac Wire &Cable,NASDAQ
AQU,Aquasition Corp.,NASDAQ
AQUUU,Aquasition Corp.,NASDAQ
AQUUW,Aquasition Corp.,NASDAQ
ARAY,Accurayorporated,NASDAQ
ARCC,Ares Capital Corp.,NASDAQ
ARCI,Appliance Recycling Centers,NASDAQ
ARCP,American Realty Capital Propert,NASDAQ
ARCW,Arc Wireless Solutions,NASDAQ
ARDNA,Arden Group,NASDAQ
AREX,Approach Resources,NASDAQ
ARIA,Ariad Pharmaceuticals,NASDAQ
ARII,American Railcar Industries,NASDAQ
ARKR,Ark Restaurants,NASDAQ
ARLP,Alliance Resource Partners L.P.,NASDAQ
ARMH,Arm Holdings Plc,NASDAQ
ARNA,Arena Pharmaceuticals,NASDAQ
AROW,Arrow Financial Corp.,NASDAQ
ARQL,Arqule,NASDAQ
ARRS,Arris Group,NASDAQ
ARRY,Array Biopharma,NASDAQ
ARTC,Arthrocare Corp.,NASDAQ
ARTNA,Artesian Resources Corp.,NASDAQ
ARTW,Art'S-Way Manufacturing Co.,NASDAQ
ARTX,Arotech Corp.,NASDAQ
ARUN,Aruba Networks,NASDAQ
ARWR,Arrowhead Research Corp.,NASDAQ
ASBB,Asb Bancorp,NASDAQ
ASBC,Associated Banc-Corp,NASDAQ
ASBCW,Associated Banc-Corp,NASDAQ
ASBI,Ameriana Bancorp,NASDAQ
ASCA,Ameristar Casinos,NASDAQ
ASCMA,Ascent Media Corp.,NASDAQ
ASDR,Velocityshares Emerging Asia Dr,NASDAQ
ASEI,American Science And Engineering,NASDAQ
ASFI,Asta Funding,NASDAQ
ASIA,Asiainfo-Linkage,NASDAQ
ASMI,Asm International N.V.,NASDAQ
ASML,Asml Holding N.V.,NASDAQ
ASNA,Ascena Retail Group,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,NASDAQ
ASRV,Ameriserv Financial,NASDAQ
ASRVP,Ameriserv Financial,NASDAQ
ASTC,Astrotech Corp.,NASDAQ
ASTE,Astec Industries,NASDAQ
ASTI,Ascent Solar,NASDAQ
ASTM,Aastrom Biosciences,NASDAQ
ASTX,Astex Pharmaceuticals,NASDAQ
ASUR,Asure Software,NASDAQ
ASYS,Amtech Systems,NASDAQ
ATAI,Ata,NASDAQ
ATAX,America First Tax Exempt L.P.,NASDAQ
ATEA,Astea International,NASDAQ
ATEC,Alphatec Holdings,NASDAQ
ATHN,Athenahealth,NASDAQ
ATHX,Athersys,NASDAQ
ATLC,Atlanticus Holdings Corp.,NASDAQ
ATLO,Ames National Corp.,NASDAQ
ATMI,Atmi,NASDAQ
ATML,Atmel Corp.,NASDAQ
ATNI,Atlantic Tele-Network,NASDAQ
ATNY,Api,NASDAQ
ATOS,Atossa Genetics,NASDAQ
ATRC,Atricure,NASDAQ
ATRI,Atrion Corp.,NASDAQ
ATRM,Aetrium,NASDAQ
ATRO,Astronics Corp.,NASDAQ
ATRS,Antares Pharma,NASDAQ
ATSG,Air Transport Services Group,NASDAQ
ATTU,Attunity,NASDAQ
ATVI,Activision Blizzard,NASDAQ
ATX,Cross [A.T.] Company,NASDAQ
AUBN,Auburn National Bancorporation,NASDAQ
AUDC,Audiocodes,NASDAQ
AUXL,Auxilium Pharmaceuticals,NASDAQ
AVAV,Aerovironment,NASDAQ
AVEO,Aveo Pharmaceuticals,NASDAQ
AVGO,Avago,NASDAQ
AVHI,Av Homes,NASDAQ
AVID,Avid Technology,NASDAQ
AVNR,Avanir Pharmaceuticals,NASDAQ
AVNW,Aviat Networks,NASDAQ
AWAY,Homeaway,NASDAQ
AWRE,Aware,NASDAQ
AXAS,Abraxas Petroleum Corp.,NASDAQ
AXDX,Accelerate Diagnostics,NASDAQ
AXFN,ACWI Ex-US Financials MSCI Ishares,NASDAQ
AXGN,Lectec Corp,NASDAQ
AXJS,AC Asia Ex Japan Smallcap MSCI Ishares,NASDAQ
AXTI,Axt,NASDAQ
AZPN,Aspen Technology,NASDAQ
BABY,Natus Medical,NASDAQ
BAGL,Einstein Noah Restaurant Group,NASDAQ
BAGR,Diversified Restaurant Holdings,NASDAQ
BAMM,Books-A-Million,NASDAQ
BANC,First Pactrust Bancorp,NASDAQ
BANCL,First Pactrust Bancorp,NASDAQ
BANCP,First Pactrust Bancorp,NASDAQ
BANF,Bancfirst Corp.,NASDAQ
BANFP,Bancfirst Corp.,NASDAQ
BANR,Banner Corp.,NASDAQ
BASI,Bioanalytical Systems,NASDAQ
BAXS,Baxano Surgical,NASDAQ
BBBY,Bed Bath & Beyond,NASDAQ
BBCN,Bbcn Bancorp,NASDAQ
BBEP,Breitburn Energy Partners L.P.,NASDAQ
BBGI,Beasley Broadcast Group,NASDAQ
BBNK,Bridge Capital Holdings,NASDAQ
BBOX,Black Box Corp.,NASDAQ
BBRG,Bravo Brio Restaurant Group,NASDAQ
BBRY,Blackberry Limited,NASDAQ
BBSI,Barrett Business Services,NASDAQ
BCBP,Bcb Bancorp [Nj],NASDAQ
BCOM,B Communications,NASDAQ
BCOR,Blucora,NASDAQ
BCOV,Brightcove,NASDAQ
BCPC,Balchem Corp.,NASDAQ
BCRX,Biocryst Pharmaceuticals,NASDAQ
BCSB,Bcsb Bancorp,NASDAQ
BDBD,Boulder Brands,NASDAQ
BDE,Black Diamond,NASDAQ
BDGE,Bridge Bancorp,NASDAQ
BDMS,Birner Dental Management Services,NASDAQ
BDSI,Biodelivery Sciences International,NASDAQ
BEAT,Cardionet,NASDAQ
BEAV,Be Aerospace,NASDAQ
BEBE,Bebe Stores,NASDAQ
BECN,Beacon Roofing Supply,NASDAQ
BELFA,Bel Fuse,NASDAQ
BELFB,Bel Fuse,NASDAQ
BERK,Berkshire Bancorp,NASDAQ
BFIN,Bankfinancial Corp.,NASDAQ
BGCP,Bgc Partners,NASDAQ
BGFV,Big 5 Sporting Goods Corp.,NASDAQ
BGMD,Bg Medicine,NASDAQ
BGSC,Bgs Acquisition Corp.,NASDAQ
BGSCU,Bgs Acquisition Corp.,NASDAQ
BGSCW,Bgs Acquisition Corp.,NASDAQ
BIB,Ultra Nasdaq Biotechnology Proshares,NASDAQ
BICK,BICK Index First Trust,NASDAQ
BIDU,Baidu,NASDAQ
BIIB,Biogen Idec,NASDAQ
BIOD,Biodel,NASDAQ
BIOF,Biofuel Energy,NASDAQ
BIOL,Biolase Technology,NASDAQ
BIOS,Bioscrip,NASDAQ
BIRT,Actuate Corp.,NASDAQ
BIS,Ultrashort Nasdaq Biotech Proshares,NASDAQ
BJRI,Bj's Restaurants,NASDAQ
BKCC,Blackrock Kelso Capital Corp.,NASDAQ
BKEP,Blueknight Energy,NASDAQ
BKEPP,Blueknight Energy Partners L.P.,NASDAQ
BKMU,Bank Mutual Corp.,NASDAQ
BKSC,Bank Of South Carolina,NASDAQ
BKYF,The Bank Of Kentucky Financial,NASDAQ
BLDP,Ballard Power Systems,NASDAQ
BLDR,Builders Firstsource,NASDAQ
BLIN,Bridgeline Digital,NASDAQ
BLKB,Blackbaud,NASDAQ
BLMN,Bloomin' Brands,NASDAQ
BLMT,Bsb Bancorp,NASDAQ
BLRX,Biolinerx.,NASDAQ
BLUE,Bluebird Bio,NASDAQ
BMC,Bmc Software,NASDAQ
BMRC,Bank Of Marin Bancorp,NASDAQ
BMRN,Biomarin Pharmaceutical,NASDAQ
BMTC,Bryn Mawr Bank Corp.,NASDAQ
BNCL,Beneficial Mutual Bancorp,NASDAQ
BNCN,Bnc Bancorp,NASDAQ
BNDX,Vanguard Total International Bo,NASDAQ
BNSO,Bonso Electronics International,NASDAQ
BOBE,Bob Evans Farms,NASDAQ
BOCH,Bank Of Commerce Holdings [Ca],NASDAQ
BODY,Body Central,NASDAQ
BOFI,Bofi Holding,NASDAQ
BOKF,Bok Financial Corp.,NASDAQ
BOLT,Bolt Technology Corp.,NASDAQ
BONA,Bona Film Group Limited,NASDAQ
BONT,The Bon-Ton Stores,NASDAQ
BOOM,Dynamic Materials Corp.,NASDAQ
BOSC,B.O.S. Better Online Solutions,NASDAQ
BOTA,Biota Pharmaceuticals,NASDAQ
BOTJ,Bank Of The Jame Fnl,NASDAQ
BPFH,Boston Private Financial Holdings,NASDAQ
BPFHP,Boston Private Financial Holdings,NASDAQ
BPFHW,Boston Private Financial Holdings,NASDAQ
BPHX,Bluephoenix Solutions,NASDAQ
BPOP,Popular,NASDAQ
BPOPM,Popular,NASDAQ
BPOPN,Popular,NASDAQ
BRCD,Brocade Communications Systems,NASDAQ
BRCM,Broadcom Corp.,NASDAQ
BREW,Craft Brewers Alliance,NASDAQ
BRID,Bridgford Foods Corp.,NASDAQ
BRKL,Brookline Bancorp,NASDAQ
BRKR,Bruker Corp.,NASDAQ
BRKS,Brooks Automation,NASDAQ
BRLI,Bio-Reference Laboratories,NASDAQ
BSDM,Bsd Medical Corp.,NASDAQ
BSET,Bassett Furniture Industries,NASDAQ
BSFT,Broadsoft,NASDAQ
BSPM,Biostar Pharmaceuticals,NASDAQ
BSQR,Bsquare Corp.,NASDAQ
BSRR,Sierra Bancorp,NASDAQ
BSTC,Biospecifics Corp,NASDAQ
BTUI,Btu International,NASDAQ
BUR,Burcon Nutrascience,NASDAQ
BUSE,First Busey Corp.,NASDAQ
BV,Bazaarvoice,NASDAQ
BVA,Cordia Bancorp,NASDAQ
BVSN,Broadvision,NASDAQ
BWEN,Broadwind Energy,NASDAQ
BWINA,Baldwin & Lyons,NASDAQ
BWINB,Baldwin & Lyons,NASDAQ
BWLD,Buffalo Wild Wings,NASDAQ
BYFC,Broadway Financial Corp.,NASDAQ
CA,CA,NASDAQ
CAAS,China Automotive Systems,NASDAQ
CAC,Camden National Corp.,NASDAQ
CACB,Cascade Bancorp,NASDAQ
CACC,Credit Acceptance Corp.,NASDAQ
CACGU,Chart Acquisition Corp.,NASDAQ
CACGW,Chart Acquisition Corp.,NASDAQ
CACH,Cache,NASDAQ
CADC,China Advanced Construction,NASDAQ
CADX,Cadence Pharmaceuticals,NASDAQ
CAFI,Camco Financial Corp.,NASDAQ
CAKE,The Cheesecake Factory,NASDAQ
CALD,Callidus Software,NASDAQ
CALI,China Auto Logistics,NASDAQ
CALL,Vocaltec Communications,NASDAQ
CALM,Cal-Maine Foods,NASDAQ
CAMP,Calamp,NASDAQ
CAMT,Camtek,NASDAQ
CAR,Avis Budget Group,NASDAQ
CARB,Carbonite,NASDAQ
CART,Carolina Trust Bank,NASDAQ
CARV,Carver Bancorp,NASDAQ
CARZ,Nasdaq Global Auto Index First Trust,NASDAQ
CASH,Meta Financial Group,NASDAQ
CASM,Cas Medical Systems,NASDAQ
CASS,Cass Information Systems,NASDAQ
CASY,Caseys General Stores,NASDAQ
CATM,Cardtronics,NASDAQ
CATY,Cathay General Bancorp,NASDAQ
CAVM,Cavium,NASDAQ
CBAK,China Bak Battery,NASDAQ
CBAN,Colony Bankcorp,NASDAQ
CBEY,Cbeyond,NASDAQ
CBF,Capital Bank Financial Corp.,NASDAQ
CBIN,Community Bank Shares Of Indiana,NASDAQ
CBLI,Cleveland Biolabs,NASDAQ
CBMX,Combimatrix Corp.,NASDAQ
CBMXW,Combimatrix Corp.,NASDAQ
CBNJ,Cape Bancorp,NASDAQ
CBNK,Chicopee Bancorp,NASDAQ
CBOE,CBOE Holdings,NASDAQ
CBPO,China Biologic Products,NASDAQ
CBRL,Cracker Barrel Old Country Store,NASDAQ
CBRX,Columbia Laboratories,NASDAQ
CBSH,Commerce Bancshares,NASDAQ
CBST,Cubist Pharmaceuticals,NASDAQ
CCBG,Capital City Bank Group,NASDAQ
CCCL,China Ceramics Co.,NASDAQ
CCCR,China Commercial Credit,NASDAQ
CCIH,Chinacache International,NASDAQ
CCIX,Coleman Cable,NASDAQ
CCMP,Cabot Microelectronics Corp.,NASDAQ
CCNE,Cnb Financial Corp.,NASDAQ
CCOI,Cogent Communications Group,NASDAQ
CCRN,Cross Country Healthcare,NASDAQ
CCUR,Concurrent Computer Corp.,NASDAQ
CCXI,Chemocentryx,NASDAQ
CDNS,Cadence Design Systems,NASDAQ
CDTI,Clean Diesel,NASDAQ
CDW,Cdw Corporation,NASDAQ
CDXS,Codexis,NASDAQ
CDZI,Cadiz,NASDAQ
CECE,Ceco Environmental,NASDAQ
CECO,Career Education Corp.,NASDAQ
CEDU,Chinaedu Corp.,NASDAQ
CELG,Celgene Corp.,NASDAQ
CELGZ,Celgene Corp.,NASDAQ
CEMI,Chembio Diagnostics,NASDAQ
CEMP,Cempra,NASDAQ
CENT,Central Garden & Pet Company,NASDAQ
CENTA,Central Garden & Pet Company,NASDAQ
CENX,Century Aluminum Company,NASDAQ
CERE,Ceres,NASDAQ
CERN,Cerner Corp.,NASDAQ
CERS,Cerus Corp.,NASDAQ
CETV,Central European Media Enterprises,NASDAQ
CEVA,Ceva,NASDAQ
CFBK,Central Federal Corp.,NASDAQ
CFFI,C&F Financial Corp.,NASDAQ
CFFN,Capitol Federal Financial,NASDAQ
CFNB,California First National Bancorp,NASDAQ
CFNL,Cardinal Financial Corp.,NASDAQ
CG,The Carlyle Group L.P.,NASDAQ
CGEN,Compugen,NASDAQ
CGIX,Cancer Genetics,NASDAQ
CGNX,Cognex Corp.,NASDAQ
CGO,Calamos Global Total Return Fund,NASDAQ
CHCI,Comstock Homebuilding Companies,NASDAQ
CHCO,City Holding Company,NASDAQ
CHDN,Churchill Downs,NASDAQ
CHDX,Chindex International,NASDAQ
CHEF,The Chefs' Warehouse,NASDAQ
CHEV,Cheviot Financial Corp,NASDAQ
CHFC,Chemical Financial Corp.,NASDAQ
CHFN,Charter Financial,NASDAQ
CHI,Calamos Convertible Opportunities,NASDAQ
CHKE,Cherokee,NASDAQ
CHKP,Check Point Software,NASDAQ
CHLN,China Housing & Land Development,NASDAQ
CHMG,Chemung Financial Corp,NASDAQ
CHNR,China Natural Resources,NASDAQ
CHOP,China Gerui Advanced Materials,NASDAQ
CHRM,Charm Communications,NASDAQ
CHRW,C.H. Robinson Worldwide,NASDAQ
CHSCP,Chs,NASDAQ
